Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,932,Research & Development,29,3,Life Sciences,1,819,2,Male,98,3,2,Manufacturing Director,2,Married,4396,11766,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
21,Yes,Travel_Rarely,328,Sales,7,1,Marketing,1,1785,2,Male,31,3,1,Sales Representative,2,Single,2582,4879,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
45,No,Non-Travel,608,Sales,2,4,Life Sciences,1,1852,3,Female,67,3,2,Sales Executive,3,Married,5166,19390,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
24,No,Travel_Rarely,698,Research & Development,23,3,Medical,1,645,2,Male,89,4,1,Research Scientist,4,Married,2804,21668,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
42,No,Travel_Frequently,1366,Research & Development,28,4,Technical Degree,1,551,4,Female,89,2,2,Healthcare Representative,4,Married,4423,4087,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
29,No,Travel_Frequently,1423,Sales,1,1,Medical,1,308,2,Female,42,3,3,Sales Executive,4,Married,7870,6508,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
37,No,Travel_Rarely,1112,Research & Development,14,3,Life Sciences,1,519,4,Female,95,3,1,Laboratory Technician,1,Divorced,2876,26982,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
21,No,Travel_Rarely,509,Sales,5,1,Medical,1,2032,3,Male,58,3,1,Sales Representative,1,Single,2327,25467,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
38,Yes,Travel_Rarely,1175,Research & Development,29,1,Medical,1,271,2,Male,70,3,2,Healthcare Representative,1,Married,6727,11220,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
36,No,Travel_Rarely,523,Sales,2,4,Life Sciences,1,1724,3,Female,51,3,2,Sales Representative,4,Single,4412,7593,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
46,Yes,Travel_Rarely,370,Sales,9,3,Marketing,1,1464,1,Male,52,3,3,Sales Executive,4,Divorced,10085,16157,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
29,No,Travel_Rarely,1170,Sales,3,2,Medical,1,691,2,Female,62,3,2,Sales Executive,3,Married,5730,3554,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
28,Yes,Non-Travel,1351,Research & Development,24,2,Technical Degree,1,1115,2,Male,71,2,3,Healthcare Representative,1,Single,8865,12279,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
54,No,Travel_Rarely,1220,Research & Development,2,4,Technical Degree,1,144,1,Female,60,3,3,Research Director,3,Married,13556,23990,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
41,No,Travel_Rarely,928,Sales,6,3,Marketing,1,1702,4,Male,35,3,3,Sales Executive,3,Single,9175,15924,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,978,Sales,5,3,Medical,1,1656,1,Male,43,2,2,Sales Executive,2,Divorced,4130,3449,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
35,No,Non-Travel,1178,Research & Development,2,2,Medical,1,1797,2,Male,90,3,2,Manufacturing Director,4,Divorced,5932,24490,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
34,No,Travel_Rarely,1353,Research & Development,19,2,Medical,1,28,2,Male,93,3,1,Laboratory Technician,4,Divorced,2631,8809,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
35,Yes,Travel_Frequently,124,Research & Development,25,4,Life Sciences,1,864,4,Female,95,3,1,Research Scientist,2,Divorced,2132,16675,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
30,No,Travel_Rarely,295,Research & Development,2,3,Life Sciences,1,106,3,Male,99,2,2,Healthcare Representative,4,Married,4112,15789,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
47,Yes,Non-Travel,660,Research & Development,29,4,Life Sciences,1,382,1,Male,88,3,3,Manager,2,Married,11931,10321,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
18,No,Non-Travel,1440,Research & Development,14,3,Medical,1,1838,2,Female,33,3,1,Research Scientist,3,Single,1473,7970,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1731,3,Male,74,3,3,Sales Executive,4,Divorced,10346,5675,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
25,No,Travel_Rarely,147,Sales,3,1,Other,1,872,3,Male,98,3,2,Sales Executive,1,Married,4275,14340,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
31,No,Travel_Rarely,1005,Sales,5,3,Technical Degree,1,1754,1,Male,51,3,2,Sales Executive,3,Married,8277,20842,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
30,No,Travel_Frequently,150,Research & Development,3,3,Medical,1,676,3,Female,71,3,1,Research Scientist,3,Divorced,1954,22671,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,790,2,Male,46,1,2,Sales Representative,3,Single,6535,12435,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
33,No,Travel_Frequently,1148,Sales,25,3,Medical,1,1205,2,Female,81,3,2,Sales Executive,3,Married,4538,5066,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1
42,No,Non-Travel,487,Research & Development,2,1,Life Sciences,1,1340,3,Male,37,3,4,Manager,3,Married,17816,26335,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1774,3,Female,79,3,1,Laboratory Technician,1,Married,2552,16005,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
44,Yes,Travel_Frequently,922,Research & Development,24,3,Life Sciences,1,390,4,Male,43,3,1,Laboratory Technician,3,Divorced,3120,20063,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
54,No,Travel_Rarely,161,Research & Development,10,3,Medical,1,1994,3,Female,78,3,2,Manufacturing Director,1,Single,4443,25224,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
51,No,Travel_Rarely,1403,Research & Development,11,2,Technical Degree,1,1360,4,Female,82,2,4,Manufacturing Director,2,Single,13050,24569,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
35,No,Non-Travel,210,Research & Development,8,4,Life Sciences,1,1620,3,Female,52,3,2,Healthcare Representative,3,Married,4028,12243,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
48,No,Travel_Rarely,724,Research & Development,1,3,Life Sciences,1,1285,4,Male,77,2,5,Research Director,4,Single,18309,8641,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
24,No,Travel_Rarely,588,Research & Development,9,3,Medical,1,1705,3,Male,62,4,1,Research Scientist,3,Married,4364,17557,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
31,No,Travel_Rarely,399,Research & Development,9,4,Life Sciences,1,509,3,Male,42,2,1,Research Scientist,2,Single,2698,7727,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
25,No,Travel_Rarely,1379,Sales,8,2,Other,1,2004,1,Female,85,3,2,Sales Executive,3,Divorced,4728,13745,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
35,Yes,Travel_Rarely,102,Research & Development,2,3,Life Sciences,1,1568,1,Female,69,3,1,Laboratory Technician,1,Divorced,2152,26924,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
37,No,Travel_Rarely,1201,Research & Development,5,2,Medical,1,490,4,Male,61,3,2,Manufacturing Director,4,Divorced,6316,22892,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
23,No,Travel_Rarely,879,Research & Development,4,3,Medical,1,729,1,Male,59,4,1,Research Scientist,1,Married,2844,8349,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
44,Yes,Travel_Rarely,1387,Human Resources,1,2,Medical,1,1110,2,Male,91,2,3,Human Resources,1,Married,10400,2196,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
43,No,Travel_Rarely,528,Sales,4,4,Marketing,1,1284,4,Female,55,2,3,Sales Executive,4,Single,10344,20346,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
35,No,Non-Travel,1167,Research & Development,2,2,Medical,1,1783,2,Male,90,3,2,Manufacturing Director,4,Divorced,5800,24454,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
37,No,Travel_Rarely,167,Research & Development,10,3,Life Sciences,1,2005,3,Female,43,4,3,Research Director,4,Married,13877,15463,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
36,No,Travel_Rarely,327,Sales,17,2,Marketing,1,1909,3,Male,33,2,2,Sales Executive,2,Married,5408,16911,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
50,No,Travel_Rarely,1050,Research & Development,10,3,Technical Degree,1,513,4,Male,100,2,3,Healthcare Representative,4,Single,10543,2632,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
32,Yes,Travel_Rarely,956,Sales,1,2,Life Sciences,1,1731,1,Male,33,1,2,Sales Executive,2,Single,6822,12283,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
34,No,Travel_Rarely,409,Research & Development,2,4,Technical Degree,1,1414,3,Female,98,3,2,Healthcare Representative,4,Single,6677,6393,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
24,Yes,Travel_Frequently,1290,Research & Development,7,3,Life Sciences,1,641,1,Female,55,3,1,Laboratory Technician,3,Married,2738,14404,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
30,No,Non-Travel,1405,Research & Development,3,3,Life Sciences,1,547,3,Male,53,3,1,Laboratory Technician,4,Married,2087,16605,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
51,No,Travel_Rarely,939,Research & Development,3,3,Technical Degree,1,1764,1,Female,53,3,3,Manager,3,Married,13323,22864,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
23,No,Travel_Rarely,572,Research & Development,12,2,Other,1,1979,4,Male,78,3,1,Laboratory Technician,4,Single,2587,13889,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
23,Yes,Travel_Rarely,1313,Research & Development,8,1,Medical,1,1669,4,Male,93,2,1,Laboratory Technician,3,Single,3936,20261,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
42,No,Travel_Rarely,1060,Research & Development,9,2,Other,1,1595,4,Male,94,2,5,Manager,4,Single,19675,26245,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
31,No,Travel_Frequently,1122,Research & Development,1,3,Life Sciences,1,1950,4,Male,48,1,2,Research Scientist,1,Married,5075,5860,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
55,No,Travel_Rarely,1439,Research & Development,22,3,Technical Degree,1,1703,1,Male,94,2,1,Research Scientist,2,Divorced,3586,23879,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
42,No,Travel_Rarely,262,Sales,5,2,Marketing,1,1038,4,Male,91,3,5,Manager,3,Married,18427,8033,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1738,2,Male,88,3,5,Manager,2,Single,19813,4406,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
26,No,Travel_Frequently,919,Research & Development,1,1,Medical,1,1075,1,Female,65,2,1,Research Scientist,3,Divorced,1992,25147,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
44,Yes,Travel_Rarely,929,Research & Development,3,3,Life Sciences,1,1313,1,Male,89,3,1,Laboratory Technician,1,Married,2508,14648,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
44,Yes,Travel_Frequently,432,Research & Development,1,2,Medical,1,1777,3,Male,99,3,1,Research Scientist,2,Divorced,2426,10780,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
30,No,Travel_Frequently,149,Research & Development,3,3,Medical,1,668,3,Female,71,3,1,Research Scientist,3,Divorced,2101,22821,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
36,No,Travel_Rarely,935,Research & Development,2,4,Medical,1,990,3,Male,79,3,1,Laboratory Technician,3,Single,2430,12575,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
39,No,Travel_Rarely,413,Research & Development,13,4,Medical,1,1331,3,Female,94,2,4,Manager,2,Divorced,17279,17535,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
27,No,Travel_Rarely,1314,Research & Development,19,3,Other,1,1634,4,Male,68,2,1,Laboratory Technician,1,Divorced,4173,16119,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
40,No,Non-Travel,213,Research & Development,8,1,Medical,1,1465,4,Male,55,2,3,Research Director,2,Divorced,13645,25135,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8
52,No,Travel_Frequently,892,Research & Development,25,4,Medical,1,887,3,Female,81,2,4,Manufacturing Director,4,Married,13786,19140,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
28,No,Non-Travel,266,Human Resources,1,2,Life Sciences,1,1857,3,Male,43,3,1,Human Resources,4,Divorced,2866,10478,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
31,No,Travel_Frequently,813,Sales,20,3,Life Sciences,1,1115,3,Male,67,4,1,Sales Representative,4,Married,2780,22114,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
34,No,Non-Travel,706,Research & Development,3,4,Life Sciences,1,1128,3,Male,40,2,1,Research Scientist,4,Married,2952,22332,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
38,No,Travel_Rarely,273,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3013,20613,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
47,No,Travel_Rarely,219,Research & Development,9,4,Life Sciences,1,1868,2,Female,64,3,1,Laboratory Technician,3,Single,2132,5392,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
36,No,Travel_Rarely,118,Research & Development,6,3,Life Sciences,1,96,2,Female,55,4,1,Laboratory Technician,4,Married,3097,21969,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
36,No,Travel_Frequently,1207,Human Resources,2,1,Human Resources,1,1887,2,Male,94,2,2,Human Resources,4,Single,3778,3940,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
31,No,Travel_Rarely,319,Research & Development,1,2,Life Sciences,1,537,4,Male,99,2,1,Laboratory Technician,1,Married,2298,16235,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
56,No,Travel_Rarely,1360,Research & Development,23,3,Life Sciences,1,1399,4,Male,68,3,4,Manufacturing Director,2,Married,13277,18043,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
36,No,Travel_Frequently,899,Research & Development,23,2,Medical,1,2068,3,Male,41,4,2,Laboratory Technician,4,Married,2649,12238,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
49,No,Travel_Rarely,1497,Research & Development,7,4,Life Sciences,1,1481,3,Male,35,3,3,Healthcare Representative,2,Divorced,10433,20996,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6351,21158,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
41,No,Travel_Rarely,634,Sales,1,3,Marketing,1,538,2,Male,48,4,3,Sales Executive,1,Married,8487,19753,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
47,No,Travel_Frequently,1304,Sales,4,1,Medical,1,476,2,Male,99,3,2,Sales Representative,3,Single,3157,25903,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
32,No,Travel_Rarely,142,Research & Development,2,1,Technical Degree,1,349,4,Male,85,2,2,Laboratory Technician,1,Single,2233,19585,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
25,No,Travel_Rarely,700,Research & Development,1,3,Life Sciences,1,352,1,Female,62,3,2,Manufacturing Director,3,Married,4908,7546,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
47,No,Travel_Rarely,217,Research & Development,2,2,Other,1,811,3,Female,33,3,4,Manager,4,Married,16598,13208,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
41,Yes,Travel_Rarely,1351,Research & Development,12,3,Technical Degree,1,58,2,Female,49,3,5,Research Director,3,Married,19470,16179,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8
34,No,Travel_Frequently,130,Research & Development,19,3,Medical,1,1291,3,Female,46,3,2,Laboratory Technician,2,Divorced,4475,22546,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10
26,Yes,Travel_Rarely,1341,Research & Development,21,3,Medical,1,1112,1,Male,37,3,1,Laboratory Technician,3,Divorced,2303,19324,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
34,No,Travel_Rarely,1402,Sales,9,1,Life Sciences,1,1178,2,Female,70,3,2,Sales Executive,3,Married,5807,5790,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
44,No,Travel_Rarely,653,Research & Development,9,2,Life Sciences,1,928,2,Male,61,3,1,Research Scientist,1,Married,2571,7370,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
41,No,Travel_Rarely,1185,Research & Development,2,4,Medical,1,2068,3,Female,98,3,1,Research Scientist,3,Married,1873,12618,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
33,No,Travel_Rarely,127,Research & Development,9,3,Medical,1,1234,1,Male,60,3,1,Research Scientist,4,Married,2746,6147,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
36,No,Non-Travel,289,Sales,15,4,Marketing,1,2048,4,Male,89,1,2,Sales Executive,4,Divorced,5431,10439,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
44,Yes,Travel_Frequently,913,Research & Development,24,3,Life Sciences,1,376,4,Male,43,3,1,Laboratory Technician,3,Divorced,3218,19807,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
36,No,Travel_Rarely,308,Research & Development,7,3,Life Sciences,1,1654,1,Male,77,3,1,Laboratory Technician,2,Single,1995,10658,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
35,No,Travel_Rarely,769,Sales,1,4,Marketing,1,94,3,Male,32,2,2,Sales Executive,1,Single,4483,22973,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
29,Yes,Travel_Rarely,305,Research & Development,8,4,Other,1,467,2,Male,77,1,1,Laboratory Technician,1,Married,2117,4741,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
55,No,Travel_Rarely,690,Research & Development,14,4,Medical,1,278,3,Male,61,4,5,Research Director,2,Single,18823,13102,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
29,No,Travel_Rarely,722,Research & Development,29,1,Life Sciences,1,1859,4,Male,92,1,2,Healthcare Representative,3,Divorced,6313,21145,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
35,No,Travel_Frequently,137,Research & Development,2,4,Medical,1,1689,1,Male,79,2,1,Research Scientist,4,Single,5053,13928,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
33,No,Non-Travel,759,Research & Development,4,3,Technical Degree,1,1773,4,Male,90,3,2,Research Scientist,2,Divorced,3110,6306,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
38,No,Travel_Frequently,1445,Human Resources,1,4,Other,1,1979,4,Male,88,3,1,Human Resources,2,Married,3062,5193,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
28,No,Travel_Rarely,1131,Sales,10,1,Medical,1,1061,4,Male,74,3,1,Sales Representative,2,Married,1057,23214,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
30,Yes,Travel_Rarely,948,Sales,9,3,Medical,1,1867,2,Male,89,3,1,Sales Representative,4,Single,1009,15908,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
50,No,Travel_Rarely,1307,Research & Development,28,3,Life Sciences,1,1296,4,Female,43,3,4,Research Director,1,Married,16800,22468,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
53,No,Travel_Rarely,1081,Research & Development,3,4,Medical,1,384,3,Male,45,3,4,Research Director,3,Married,17572,20835,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
30,Yes,Travel_Frequently,437,Sales,12,4,Life Sciences,1,635,2,Male,74,2,1,Sales Representative,1,Married,1979,14402,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
41,No,Non-Travel,517,Research & Development,2,4,Other,1,609,1,Female,62,2,2,Healthcare Representative,3,Single,6746,2094,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
35,No,Travel_Rarely,209,Research & Development,16,2,Other,1,1901,4,Female,45,2,2,Manufacturing Director,2,Married,4888,25317,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
38,No,Travel_Rarely,1320,Research & Development,1,3,Technical Degree,1,947,4,Female,80,3,3,Research Director,1,Married,13581,16271,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
46,No,Travel_Rarely,1281,Sales,2,3,Life Sciences,1,1733,3,Male,75,3,3,Sales Executive,4,Divorced,10332,5695,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
38,No,Travel_Rarely,367,Research & Development,2,3,Life Sciences,1,44,4,Male,46,3,1,Research Scientist,4,Single,4010,4253,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
25,No,Travel_Rarely,954,Sales,28,3,Life Sciences,1,190,1,Male,41,2,2,Sales Executive,3,Married,8646,24976,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
28,No,Travel_Rarely,892,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2136,22340,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
37,Yes,Travel_Rarely,624,Sales,1,4,Life Sciences,1,983,1,Male,46,2,3,Sales Executive,3,Married,10857,14766,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
47,No,Non-Travel,535,Sales,2,4,Marketing,1,1739,3,Male,87,3,2,Sales Executive,2,Married,4828,3802,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
33,No,Travel_Frequently,430,Sales,7,3,Medical,1,1483,4,Male,54,3,2,Sales Executive,1,Married,4522,17562,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
30,Yes,Travel_Rarely,757,Sales,1,3,Life Sciences,1,1563,2,Male,64,2,2,Sales Executive,1,Married,9693,5249,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
21,No,Travel_Rarely,494,Sales,5,1,Medical,1,2035,3,Male,59,3,1,Sales Representative,1,Single,2325,25311,1,Y,Yes,11,3,4,80,0,1,6,3,2,2,1,2
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1004,3,Female,56,3,3,Manufacturing Director,3,Married,10607,13791,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
37,No,Non-Travel,1425,Research & Development,5,2,Technical Degree,1,1445,3,Male,85,4,1,Laboratory Technician,3,Single,3632,25613,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
35,No,Travel_Rarely,1027,Research & Development,6,4,Life Sciences,1,693,2,Male,82,1,2,Research Scientist,4,Single,6790,19396,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
31,Yes,Travel_Frequently,553,Research & Development,3,3,Life Sciences,1,1530,4,Female,33,3,1,Research Scientist,3,Single,4065,3979,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
34,Yes,Non-Travel,1347,Sales,19,3,Marketing,1,514,1,Male,67,4,2,Sales Executive,4,Single,5441,4472,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
37,No,Travel_Rarely,1320,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5883,17165,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
44,Yes,Travel_Frequently,421,Research & Development,1,2,Medical,1,1791,3,Male,99,3,1,Research Scientist,2,Divorced,2450,11038,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
35,No,Travel_Rarely,688,Research & Development,10,4,Medical,1,1578,1,Female,51,3,2,Healthcare Representative,3,Single,6040,4372,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
35,No,Non-Travel,1172,Research & Development,2,2,Medical,1,1807,2,Male,90,3,2,Manufacturing Director,4,Divorced,5720,24447,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
44,No,Non-Travel,105,Research & Development,17,3,Life Sciences,1,1208,4,Male,74,1,1,Research Scientist,3,Single,2334,4247,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0
40,No,Travel_Rarely,333,Research & Development,1,4,Life Sciences,1,1365,2,Male,88,3,1,Laboratory Technician,2,Married,2430,6778,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
48,Yes,Travel_Frequently,716,Sales,7,2,Medical,1,1696,4,Female,94,3,1,Sales Representative,3,Married,2580,11606,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
29,No,Travel_Rarely,1248,Sales,19,3,Life Sciences,1,1487,3,Male,78,2,2,Sales Executive,3,Divorced,8729,23797,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4
35,No,Travel_Rarely,1024,Research & Development,6,4,Life Sciences,1,712,2,Male,82,1,2,Research Scientist,4,Single,6634,19418,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
31,No,Travel_Rarely,843,Sales,2,1,Life Sciences,1,600,2,Male,77,3,2,Sales Executive,4,Single,6727,8361,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
39,No,Non-Travel,109,Research & Development,9,3,Life Sciences,1,2029,4,Male,87,3,5,Manager,4,Single,19583,15337,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
30,No,Travel_Rarely,1103,Research & Development,10,3,Medical,1,1818,1,Female,65,3,3,Manufacturing Director,3,Single,9558,2615,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
29,No,Non-Travel,1491,Research & Development,1,1,Technical Degree,1,207,4,Male,41,3,2,Manufacturing Director,3,Married,4330,26117,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
38,No,Travel_Rarely,1397,Sales,1,3,Life Sciences,1,1962,1,Male,59,2,1,Sales Representative,1,Single,2822,11326,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
48,No,Travel_Rarely,1225,Sales,7,3,Marketing,1,1473,3,Male,95,3,2,Sales Executive,1,Divorced,5605,25097,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
34,No,Travel_Rarely,492,Sales,15,2,Medical,1,1340,3,Female,67,3,2,Sales Executive,1,Single,6118,23479,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
45,No,Travel_Rarely,166,Human Resources,4,3,Life Sciences,1,1748,3,Female,55,1,3,Human Resources,3,Married,9683,6630,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
40,No,Travel_Rarely,903,Research & Development,19,2,Medical,1,280,3,Male,99,3,2,Laboratory Technician,4,Married,2615,16655,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
